,Date,Open,High,Low,Close,Adj Close,Volume
0,2019-07-31,132.89999389648438,134.3699951171875,131.00999450683594,131.6699981689453,117.48255920410156,4322000
1,2019-08-01,131.63999938964844,133.19000244140625,126.41999816894531,126.79000091552734,113.12837982177734,5530100
2,2019-08-02,126.55000305175781,126.80000305175781,123.5,124.54000091552734,111.12081146240234,5968600
3,2019-08-05,122.11000061035156,122.80999755859375,120.33000183105469,121.6500015258789,108.5422134399414,5482500
4,2019-08-06,122.77999877929688,123.6500015258789,120.63999938964844,122.08000183105469,108.92589569091797,3713900
5,2019-08-07,120.0,121.19999694824219,118.6500015258789,120.77999877929688,107.76594543457031,5048700
6,2019-08-08,121.0,122.0999984741211,120.37000274658203,122.0199966430664,108.87232971191406,3734800
7,2019-08-09,121.51000213623047,121.69999694824219,118.80999755859375,119.37999725341797,106.51679992675781,3805600
8,2019-08-12,118.94999694824219,119.02999877929688,116.06999969482422,116.72000122070312,104.1434097290039,4321500
9,2019-08-13,116.94000244140625,122.0,116.79000091552734,119.01000213623047,106.18666076660156,4331900
10,2019-08-14,116.58000183105469,116.9000015258789,115.04000091552734,115.20999908447266,102.79611206054688,5543100
11,2019-08-15,115.08000183105469,115.5999984741211,113.97000122070312,115.25,102.8318099975586,4171900
12,2019-08-16,116.25,117.87000274658203,115.91999816894531,116.43000030517578,103.88463592529297,3551900
13,2019-08-19,118.22000122070312,118.48999786376953,116.70999908447266,117.36000061035156,104.71446990966797,2630900
14,2019-08-20,117.58999633789062,117.79000091552734,116.47000122070312,116.66999816894531,104.09880065917969,2402000
15,2019-08-21,118.0,119.31999969482422,117.54000091552734,117.68000030517578,104.99999237060547,2783000
16,2019-08-22,118.33000183105469,118.94000244140625,117.22000122070312,117.88999938964844,105.18733215332031,2118200
17,2019-08-23,116.25,116.9000015258789,113.31999969482422,114.05999755859375,101.77003479003906,6102000
18,2019-08-26,115.05999755859375,115.66999816894531,113.83999633789062,114.41999816894531,102.09123992919922,5200400
